Date,NVDA_Close_NVDA,NVDA_High_NVDA,NVDA_Low_NVDA,NVDA_Open_NVDA,NVDA_Volume_NVDA,^GSPC_Close_^GSPC,^GSPC_High_^GSPC,^GSPC_Low_^GSPC,^GSPC_Open_^GSPC,^GSPC_Volume_^GSPC
2022-03-15,22.938762664794922,23.003666327858625,21.290224097223167,21.48593114309969,491996000,4262.4501953125,4271.0498046875,4187.89990234375,4188.81982421875,5392470000
2022-03-16,24.459491729736328,24.56034103288872,23.13746559848117,23.46497586732154,671422000,4357.85986328125,4358.89990234375,4251.990234375,4288.14013671875,6309750000
2022-03-17,24.72909164428711,24.80497668926542,23.870372704390515,24.08405447817584,471941000,4411.669921875,4412.669921875,4335.64990234375,4345.10986328125,4985090000
2022-03-18,26.413576126098633,26.529404378396535,24.58730332281658,24.762041757956382,730719000,4463.1201171875,4465.39990234375,4390.56982421875,4407.33984375,8278430000
2022-03-21,26.69415855407715,27.111536797188958,25.928301387968048,26.46749755994307,591727000,4461.18017578125,4481.75,4424.2998046875,4462.39990234375,4869820000
2022-03-22,26.484472274780273,27.197408923630146,26.033146211524897,26.687168866498787,547007000,4511.60986328125,4522.0,4469.10009765625,4469.10009765625,4754840000
2022-03-23,25.595794677734375,26.572335756704987,25.536882598827383,26.087060052640794,502120000,4456.240234375,4501.06982421875,4455.81005859375,4493.10009765625,4550670000
2022-03-24,28.108049392700195,28.27779612825921,25.868391968189446,26.12700677334034,877379000,4520.16015625,4520.580078125,4465.169921875,4469.97998046875,4131390000
2022-03-25,27.65073013305664,28.315737960951427,27.230358020391172,27.84444125922463,579016000,4543.06005859375,4546.02978515625,4501.06982421875,4522.91015625,4305020000
2022-03-28,28.176944732666016,28.207898670101006,27.165453931738572,27.714635402532686,425494000,4575.52001953125,4575.64990234375,4517.68994140625,4541.08984375,4312260000
2022-03-29,28.613296508789062,28.90286335581957,27.938303300567007,28.65223794852146,488984000,4631.60009765625,4637.2998046875,4589.66015625,4602.85986328125,5085910000
2022-03-30,27.648738861083984,28.453537573328276,27.46201724095919,28.261824241831345,463487000,4602.4501953125,4627.77001953125,4581.31982421875,4624.2001953125,4385570000
2022-03-31,27.24533462524414,28.20590083771921,27.22935962818796,27.740595719601412,523440000,4530.41015625,4603.06982421875,4530.41015625,4599.02001953125,4823020000
2022-04-01,26.67219352722168,27.455025602340616,26.22785697333704,27.33420562770671,517235000,4545.85986328125,4548.7001953125,4507.56982421875,4540.31982421875,4562940000
2022-04-04,27.319229125976562,27.516934023480175,26.57334255378141,26.688170953873744,397120000,4582.64013671875,4583.5,4539.2099609375,4547.97021484375,4547350000
2022-04-05,25.89235496520996,27.278286925906624,25.781520326802593,27.213383261698006,436615000,4525.1201171875,4593.4501953125,4514.169921875,4572.4501953125,4800620000
2022-04-06,24.37062644958496,25.26229528368632,23.967229191023403,24.896841501331597,703833000,4481.14990234375,4503.93994140625,4450.0400390625,4494.169921875,4986830000
2022-04-07,24.17192268371582,24.685156601846888,23.443011069347975,24.404575242698815,557992000,4500.2099609375,4521.16015625,4450.2998046875,4474.64990234375,4821490000
2022-04-08,23.084543228149414,23.887345810332338,23.02762897247493,23.88135423462788,524781000,4488.27978515625,4520.41015625,4474.60009765625,4494.14990234375,4083200000
2022-04-11,21.88433837890625,22.286737693089428,21.627721399278116,22.18089666337446,575207000,4412.52978515625,4464.35009765625,4408.3798828125,4462.64013671875,4266290000
2022-04-12,21.471956253051758,22.691137491631736,21.25028693694631,22.503417907714887,662258000,4397.4501953125,4471.0,4381.33984375,4437.58984375,4152090000
2022-04-13,22.16990852355957,22.46646676859581,21.423024124718566,21.695617970938446,516943000,4446.58984375,4453.919921875,4392.7001953125,4394.2998046875,3828150000
2022-04-14,21.226320266723633,22.74305762401093,21.131462523503057,22.47146169999509,569097000,4392.58984375,4460.4599609375,4390.77001953125,4449.1201171875,4083090000
2022-04-18,21.750539779663086,22.055083666940355,21.047588412617543,21.16840838713387,525701000,4391.68994140625,4410.31005859375,4370.2998046875,4385.6298828125,3910490000
2022-04-19,22.1649169921875,22.339655417772782,21.28223369143071,21.68762874329456,512781000,4462.2099609375,4471.02978515625,4390.6298828125,4390.6298828125,4108120000
2022-04-20,21.449987411499023,22.636216754071228,21.16840806534413,22.48344487985388,468974000,4459.4501953125,4488.2900390625,4448.759765625,4472.259765625,4290450000
2022-04-21,20.15291976928711,22.358627104413102,19.970191949218012,21.676644485613554,656209000,4393.66015625,4512.93994140625,4384.47021484375,4489.169921875,4636890000
2022-04-22,19.485916137695312,20.455469724375096,19.47093910167444,20.272741885994805,624713000,4271.77978515625,4385.830078125,4267.6201171875,4385.830078125,4651940000
2022-04-25,19.872337341308594,19.91527252030557,19.067538893835835,19.173379899761045,641566000,4296.1201171875,4299.02001953125,4200.81982421875,4255.33984375,5240040000
2022-04-26,18.76000213623047,19.75851193128998,18.642177949941345,19.68861655035682,653143000,4175.2001953125,4278.14013671875,4175.0400390625,4278.14013671875,4689970000
2022-04-27,18.387556076049805,19.138434234103975,18.262742370090756,18.57028200080162,499460000,4183.9599609375,4240.7099609375,4162.89990234375,4186.52001953125,4769680000
2022-04-28,19.752519607543945,20.00714066217904,18.462445183944375,18.938733622082346,570327000,4287.5,4308.4501953125,4188.6298828125,4222.580078125,4854180000
2022-04-29,18.519359588623047,20.098002739892543,18.489403613134698,19.373084892727615,500435000,4131.93017578125,4269.68017578125,4124.27978515625,4253.75,5084030000
2022-05-02,19.503890991210938,19.544828350230517,18.363592711271124,18.513368785957184,572049000,4155.3798828125,4169.81005859375,4062.510009765625,4130.60986328125,5163790000
2022-05-03,19.572786331176758,19.795455471125397,19.104485421205485,19.371087707919227,475751000,4175.47998046875,4200.10009765625,4147.080078125,4159.77978515625,4582050000
2022-05-04,20.30369758605957,20.369599216580077,18.723056414853783,19.89331076561568,648855000,4300.169921875,4307.66015625,4148.91015625,4181.18017578125,5136360000
2022-05-05,18.815919876098633,19.895308422206668,18.472432617524266,19.837396190448583,626331000,4146.8701171875,4270.43017578125,4106.009765625,4270.43017578125,5077030000
2022-05-06,18.647167205810547,19.48291968758616,17.963188619510532,18.708077118036375,633297000,4123.33984375,4157.68994140625,4067.909912109375,4128.169921875,5116940000
2022-05-09,16.924741744995117,18.22779542444679,16.801923943519693,18.00712599442022,644455000,3991.239990234375,4081.27001953125,3975.47998046875,4081.27001953125,5954520000
2022-05-10,17.56877899169922,18.170881032319485,16.999628718638284,17.66263877441951,761474000,4001.050048828125,4068.820068359375,3958.169921875,4035.179931640625,5885820000
2022-05-11,16.605215072631836,17.726542535689873,16.543309102981745,17.321147470140332,670167000,3935.179931640625,4049.090087890625,3928.820068359375,3990.080078125,5816140000
2022-05-12,16.150894165039062,16.76298149965486,15.54380139786344,16.19482921795703,708728000,3930.080078125,3964.800048828125,3858.8701171875,3903.949951171875,6286450000
2022-05-13,17.679615020751953,17.901284332366192,16.568274578583427,16.762983697270222,670437000,4023.889892578125,4038.8798828125,3963.89990234375,3963.89990234375,5183340000
2022-05-16,17.23827362060547,17.76149293840662,17.08051002755239,17.48290936660377,521446000,4008.010009765625,4046.4599609375,3983.989990234375,4013.02001953125,4415030000
2022-05-17,18.149911880493164,18.343623016933673,17.60772181431636,18.047064735711228,585830000,4088.85009765625,4090.719970703125,4033.929931640625,4052.0,4841410000
2022-05-18,16.912755966186523,18.090997643189556,16.83886684721538,17.678613056238493,545161000,3923.679931640625,4051.97998046875,3911.909912109375,4051.97998046875,5103220000
2022-05-19,17.098480224609375,17.660640897431914,16.709060156263103,16.911758641120088,621310000,3900.7900390625,3945.9599609375,3876.580078125,3899.0,5113550000
2022-05-20,16.66912078857422,17.384053321038547,15.73152007253583,17.306170449937568,739105000,3901.360107421875,3943.419921875,3810.320068359375,3927.760009765625,5130730000
2022-05-23,16.872819900512695,16.8897947657689,16.154891466587518,16.249749215248556,639889000,3973.75,3981.8798828125,3909.0400390625,3919.419921875,4420030000
2022-05-24,16.129924774169922,16.5722653567093,15.756482555895747,16.485395120803982,588550000,3941.47998046875,3955.679931640625,3875.1298828125,3942.93994140625,4923190000
2022-05-25,16.949703216552734,17.085500221228898,15.976155839200233,15.996126491080718,781132000,3978.72998046875,3999.330078125,3925.030029296875,3929.590087890625,4802560000
2022-05-26,17.82439613342285,18.065036189309456,15.998121456043195,16.01210053062162,996575000,4057.840087890625,4075.139892578125,3984.60009765625,3984.60009765625,4709970000
2022-05-27,18.782968521118164,18.8528639018411,18.073027617120662,18.15889990108296,738379000,4158.240234375,4158.490234375,4077.429931640625,4077.429931640625,4375620000
2022-05-31,18.644176483154297,19.171389553024493,18.322655814178496,18.951716170907666,664100000,4132.14990234375,4168.33984375,4104.8798828125,4151.08984375,6822640000
2022-06-01,18.29269790649414,19.02460533881964,18.094993026120378,18.696097070599446,544514000,4101.22998046875,4166.5400390625,4073.85009765625,4149.77978515625,4531800000
2022-06-02,19.56280517578125,19.58976536991068,18.17088326275137,18.264743056992724,648656000,4176.81982421875,4177.509765625,4074.3701171875,4095.409912109375,4405790000
2022-06-03,18.692100524902344,19.303189866045088,18.494395653960712,19.053562446032743,598779000,4108.5400390625,4142.669921875,4098.669921875,4137.56982421875,3711110000
2022-06-06,18.75800132751465,19.308180731346486,18.536332066357726,19.110475869058366,422406000,4121.43017578125,4168.77978515625,4109.18017578125,4134.72021484375,4332700000
2022-06-07,18.897794723510742,18.971683845334045,18.16089371411616,18.44447085825736,388914000,4160.68017578125,4164.85986328125,4080.18994140625,4096.47021484375,4248210000
2022-06-08,18.6241455078125,19.155464542357887,18.511289192936097,18.77495141345551,363252000,4115.77001953125,4160.14013671875,4107.2001953125,4147.1201171875,4159470000
2022-06-09,18.024911880493164,18.908779945824655,18.01792086593532,18.457358515882248,395574000,4017.820068359375,4119.10009765625,4017.169921875,4101.64990234375,4134170000
2022-06-10,16.952287673950195,17.674362380758854,16.847420542929978,17.577486341900993,465248000,3900.860107421875,3974.389892578125,3900.159912109375,3974.389892578125,4889640000
2022-06-13,15.626984596252441,16.291133887019768,15.586036677903218,15.979532724583532,604153000,3749.6298828125,3838.14990234375,3734.300048828125,3838.14990234375,5636890000
2022-06-14,15.815742492675781,16.04544781168294,15.392284148777547,15.710876316967129,469680000,3735.47998046875,3778.179931640625,3705.679931640625,3763.52001953125,5153890000
2022-06-15,16.505855560302734,16.846418884088983,15.905623702975168,16.074407154454725,563936000,3789.989990234375,3837.56005859375,3722.300048828125,3764.050048828125,5530480000
2022-06-16,15.581042289733887,15.921606622517551,15.38129832975535,15.839710789340169,545749000,3666.77001953125,3728.179931640625,3639.77001953125,3728.179931640625,5644930000
2022-06-17,15.859685897827148,15.974538557468978,15.308391988601153,15.627982329327754,630334000,3674.840087890625,3707.7099609375,3636.8701171875,3665.89990234375,8520740000
2022-06-21,16.54480743408203,16.986241428517147,16.386010443363755,16.453924244773127,483089000,3764.7900390625,3779.64990234375,3715.31005859375,3715.31005859375,5292260000
2022-06-22,16.339073181152344,16.64068691370497,16.159303129246847,16.205243814426826,437135000,3759.889892578125,3801.7900390625,3717.68994140625,3733.889892578125,5058990000
2022-06-23,16.20424461364746,16.563782789727732,15.832719799795274,16.497867235207003,463680000,3795.72998046875,3802.580078125,3743.52001953125,3774.7099609375,5098640000
2022-06-24,17.10409164428711,17.11807367434373,16.289135497585058,16.478892980431134,472153000,3911.739990234375,3913.64990234375,3821.75,3821.75,8120260000
2022-06-27,16.84741973876953,17.307830444412946,16.604730567119148,17.289853821496003,427968000,3900.110107421875,3927.719970703125,3889.659912109375,3920.760009765625,4325310000
2022-06-28,15.961556434631348,17.179995144599157,15.924603109144206,16.87838141239613,461149000,3821.550048828125,3945.860107421875,3820.139892578125,3913.0,4270120000
2022-06-29,15.52211856842041,15.799762830295922,15.150594688028441,15.793770939785126,482352000,3818.830078125,3836.5,3799.02001953125,3825.090087890625,4211240000
2022-06-30,15.139608383178711,15.547086445265439,14.842988386307411,15.341349641249797,686070000,3785.3798828125,3818.989990234375,3738.669921875,3785.989990234375,4840070000
2022-07-01,14.504422187805176,15.043731390839515,14.3735901951089,14.879941618804773,577610000,3825.330078125,3829.820068359375,3752.10009765625,3781.0,4046950000
2022-07-05,14.944859504699707,14.95185052061872,14.037022750164732,14.15686914554259,651397000,3831.389892578125,3832.18994140625,3742.06005859375,3792.610107421875,5076590000
2022-07-06,15.11064624786377,15.299404613963635,14.770081889148765,14.99079986275127,529066000,3845.080078125,3870.909912109375,3809.3701171875,3831.97998046875,4417720000
2022-07-07,15.837714195251465,15.924602797885598,15.369314278773492,15.436228960750793,492903000,3902.6201171875,3910.6298828125,3858.85009765625,3858.85009765625,4057770000
2022-07-08,15.817740440368652,16.016486239108836,15.369314439847894,15.410262358682392,467972000,3899.3798828125,3918.5,3869.340087890625,3888.260009765625,3521620000
2022-07-11,15.132617950439453,15.507138249502445,15.018763459499633,15.506139124864289,437321000,3854.429931640625,3880.93994140625,3847.219970703125,3880.93994140625,3423480000
2022-07-12,15.062707901000977,15.411261460861052,14.857970199382459,15.248469852801644,458483000,3818.800048828125,3873.409912109375,3802.360107421875,3851.949951171875,3817210000
2022-07-13,15.144601821899414,15.355332353370683,14.446496574604533,14.571336675038442,521918000,3801.780029296875,3829.43994140625,3759.070068359375,3779.669921875,4109390000
2022-07-14,15.352334022521973,15.453204643495315,14.709157851740892,15.088671824154323,456235000,3790.3798828125,3796.409912109375,3721.56005859375,3763.989990234375,4199690000
2022-07-15,15.741837501525879,15.761811422462909,15.42524261594352,15.63896957043237,385935000,3863.159912109375,3863.6201171875,3817.179931640625,3818.0,4143800000
2022-07-18,16.080402374267578,16.8753836063004,15.981529996891641,16.281145455198352,670517000,3830.85009765625,3902.43994140625,3818.6298828125,3883.7900390625,4046870000
2022-07-19,16.970260620117188,17.088109678658395,16.151310051924614,16.464907490120147,702366000,3936.68994140625,3939.81005859375,3860.72998046875,3860.72998046875,4041070000
2022-07-20,17.784221649169922,17.910061834444832,16.779509845835104,16.925323000677647,760538000,3959.89990234375,3974.1298828125,3922.030029296875,3935.320068359375,4185300000
2022-07-21,18.02690887451172,18.120788488373734,17.52255573115242,17.862120940409465,557049000,3998.949951171875,3999.2900390625,3927.639892578125,3955.469970703125,4132790000
2022-07-22,17.296846389770508,17.944016302358662,17.115078085285656,17.87011155488066,536671000,3961.6298828125,4012.43994140625,3938.860107421875,3998.429931640625,3979240000
2022-07-25,17.00222396850586,17.102096434784116,16.627703648644037,16.997229297492076,480748000,3966.840087890625,3975.300048828125,3943.4599609375,3965.719970703125,3568340000
2022-07-26,16.51185417175293,16.89736013283814,16.456924215514,16.867397819005358,397865000,3921.050048828125,3953.219970703125,3910.739990234375,3953.219970703125,3778950000
2022-07-27,17.76724624633789,17.91305941057788,16.89136718367346,17.010214456123137,569776000,4023.610107421875,4039.56005859375,3951.429931640625,3951.429931640625,4112180000
2022-07-28,17.960996627807617,18.11679723151061,17.417693716861915,17.952009267058976,474646000,4072.429931640625,4078.949951171875,3992.969970703125,4026.1298828125,4413000000
2022-07-29,18.139766693115234,18.22066245620921,17.669368507737722,17.79021401872081,435460000,4130.2900390625,4140.14990234375,4079.219970703125,4087.330078125,4616360000
2022-08-01,18.41741180419922,18.821894447933598,17.96698847222425,18.158742318074168,476469000,4118.6298828125,4144.9501953125,4096.02001953125,4112.3798828125,4202810000
2022-08-02,18.502302169799805,18.913775829350097,18.068857290848044,18.09881960313916,489527000,4091.18994140625,4140.47021484375,4079.81005859375,4104.2099609375,4727710000
2022-08-03,18.868831634521484,18.943736456130186,18.113798195162644,18.160738956417962,418146000,4155.169921875,4167.66015625,4107.9599609375,4107.9599609375,4351760000
2022-08-04,19.19042205810547,19.249346605868137,18.736004129248517,18.824890989485212,409652000,4151.93994140625,4161.2900390625,4135.419921875,4154.85009765625,4283320000
2022-08-05,18.964706420898438,19.20439914424,18.642119702143006,18.78593457418457,386068000,4145.18994140625,4151.580078125,4107.31005859375,4115.8701171875,4085940000
2022-08-08,17.77024269104004,18.215673325332265,17.21994870988423,17.479616408256764,981859000,4140.06005859375,4186.6201171875,4128.97021484375,4155.93017578125,4221090000
2022-08-09,17.06414222717285,17.424680458823445,16.702605823441477,17.229930228192647,668263000,4122.47021484375,4137.2998046875,4112.08984375,4133.10986328125,3913090000
2022-08-10,18.0738525390625,18.094825586863212,17.294849538802495,17.675362725939976,597422000,4210.240234375,4211.02978515625,4177.259765625,4181.02001953125,4546010000
2022-08-11,17.919050216674805,18.683073017257804,17.853134651069418,18.10780955290008,509327000,4207.27001953125,4257.91015625,4201.41015625,4227.39990234375,4630200000
2022-08-12,18.6850643157959,18.69405357886813,17.930030984616646,18.136766891101683,478094000,4280.14990234375,4280.47021484375,4219.77978515625,4225.02001953125,3788010000
2022-08-15,19.007654190063477,19.139485307514796,18.589191447566634,18.677078224231252,457666000,4297.14013671875,4301.7900390625,4256.89990234375,4269.3701171875,3696830000
2022-08-16,18.854848861694336,19.117512908161075,18.477332156884454,18.89579677843001,451240000,4305.2001953125,4325.27978515625,4277.77001953125,4290.4599609375,4329820000
2022-08-17,18.31154441833496,18.66409349047809,18.121788843416464,18.499305553847954,446799000,4274.0400390625,4302.18017578125,4253.080078125,4280.39990234375,3885030000
2022-08-18,18.74898910522461,18.840870487763404,18.159743592500693,18.277592695045477,415447000,4283.740234375,4292.52978515625,4261.97998046875,4273.1298828125,3340330000
2022-08-19,17.826168060302734,18.496309228576987,17.74726864658189,18.38245474008907,441588000,4228.47998046875,4266.31005859375,4218.7001953125,4266.31005859375,3761340000
2022-08-22,17.012208938598633,17.535538757293516,16.94429513800346,17.467624956698344,409593000,4137.990234375,4195.080078125,4129.85986328125,4195.080078125,3907430000
2022-08-23,17.159025192260742,17.44266235140887,16.948294620118997,16.96727132483923,369986000,4128.72998046875,4159.77001953125,4124.02978515625,4133.08984375,3823520000
2022-08-24,17.199970245361328,17.383734893205073,16.873388869420584,16.990237880640596,522661000,4140.77001953125,4156.56005859375,4119.97021484375,4126.5498046875,3583630000
2022-08-25,17.890085220336914,17.924042122663238,16.811466867305608,16.822452475726784,770691000,4199.1201171875,4200.5400390625,4147.58984375,4153.259765625,3566870000
2022-08-26,16.239198684692383,17.90106947466971,16.21622739252485,17.834155752141402,769127000,4057.659912109375,4203.0400390625,4057.659912109375,4198.740234375,3832750000
2022-08-29,15.780787467956543,16.31710025620338,15.746831515988745,15.999508144906232,496132000,4030.610107421875,4062.989990234375,4017.419921875,4034.580078125,3396510000
2022-08-30,15.448212623596191,16.018481305568844,15.162578244098675,15.939582848137574,530181000,3986.159912109375,4044.97998046875,3965.2099609375,4041.25,3835860000
2022-08-31,15.074691772460938,15.520121352878855,14.93986423449081,15.364320769329515,573710000,3955.0,4015.3701171875,3954.530029296875,4000.669921875,4542490000
2022-09-01,13.919172286987305,14.361605448465777,13.253025685582315,14.19082370889168,1178865000,3966.85009765625,3970.22998046875,3903.64990234375,3936.72998046875,4152250000
2022-09-02,13.629542350769043,14.152871237530379,13.573613280294385,14.081962917871357,743157000,3924.260009765625,4018.429931640625,3906.2099609375,3994.659912109375,3665850000
2022-09-06,13.447776794433594,13.76137528012045,13.33392229414951,13.713436342642003,535751000,3908.18994140625,3942.550048828125,3886.75,3930.889892578125,4127340000
2022-09-07,13.700529098510742,13.824407847623306,13.332890537994533,13.549677396203954,512657000,3979.8701171875,3987.889892578125,3906.030029296875,3909.429931640625,3890320000
2022-09-08,13.976255416870117,13.994238335055863,13.355866176053086,13.445776956032267,624873000,4006.179931640625,4010.5,3944.81005859375,3959.93994140625,3966850000
2022-09-09,14.372865676879883,14.459780097635198,14.112122414613935,14.143091143338768,486612000,4067.360107421875,4076.81005859375,4022.93994140625,4022.93994140625,3901940000
2022-09-12,14.490750312805176,14.532708868820372,14.18405175144006,14.354884240164326,484159000,4110.41015625,4119.27978515625,4083.669921875,4083.669921875,3814200000
2022-09-13,13.118099212646484,13.908322472477685,13.086131062146407,13.788440478996305,714956000,3932.68994140625,4037.1201171875,3921.280029296875,4037.1201171875,4224550000
2022-09-14,13.115103721618652,13.276944280619958,12.90031477847134,13.24097939437385,588507000,3946.010009765625,3961.93994140625,3912.179931640625,3940.72998046875,4293240000
2022-09-15,12.91629695892334,13.219998175147998,12.777433589543271,13.002212904666491,523625000,3901.35009765625,3959.139892578125,3888.280029296875,3932.409912109375,4441830000
2022-09-16,13.185032844543457,13.199019028489001,12.604603352591354,12.729480539383623,670751000,3873.330078125,3880.949951171875,3837.080078125,3880.949951171875,7954650000
2022-09-19,13.368852615356445,13.449773363387544,12.997218351690218,12.999216241943014,569685000,3899.889892578125,3900.449951171875,3838.5,3849.909912109375,3766850000
2022-09-20,13.163054466247559,13.469753004503728,13.044171899828667,13.202016660138412,524818000,3855.929931640625,3876.010009765625,3827.5400390625,3875.22998046875,4058050000
2022-09-21,13.247970581054688,14.017214503710905,13.097118917582904,13.200018359030508,807679000,3789.929931640625,3907.070068359375,3789.489990234375,3871.39990234375,4078330000
2022-09-22,12.548660278320312,13.136082940023156,12.415791513245084,13.05716007496291,759162000,3757.989990234375,3790.89990234375,3749.449951171875,3782.360107421875,4284600000
2022-09-23,12.503704071044922,12.598611009775242,12.244958688047188,12.40779866349174,663309000,3693.22998046875,3727.139892578125,3647.469970703125,3727.139892578125,5144270000
2022-09-26,12.215987205505371,12.646564510699525,12.202001019731137,12.478729328671262,547343000,3655.0400390625,3715.669921875,3644.760009765625,3682.719970703125,4886140000
2022-09-27,12.400806427001953,12.723489088227405,12.245958955135906,12.494713950655878,553854000,3647.2900390625,3717.530029296875,3623.2900390625,3686.43994140625,4577740000
2022-09-28,12.723487854003906,12.810402276034244,12.341863172106377,12.397807912220175,542414000,3719.0400390625,3736.739990234375,3640.610107421875,3651.93994140625,4684850000
2022-09-29,12.207993507385254,12.487718126655906,11.934262558367195,12.43576917351763,532763000,3640.469970703125,3687.010009765625,3610.39990234375,3687.010009765625,4681810000
2022-09-30,12.127074241638184,12.620589356495946,12.063136987478432,12.075125282179473,565638000,3585.6201171875,3671.43994140625,3584.1298828125,3633.47998046875,5645360000
2022-10-03,12.499706268310547,12.665543528872494,12.093105629882826,12.334868429147221,547478000,3678.429931640625,3698.35009765625,3604.929931640625,3609.780029296875,4806680000
2022-10-04,13.154064178466797,13.207012559438093,12.866347011223944,12.866347011223944,584182000,3790.929931640625,3791.919921875,3726.4599609375,3726.4599609375,5146580000
2022-10-05,13.196022033691406,13.307912460679528,12.608600388400154,12.898315430604638,507131000,3783.280029296875,3806.909912109375,3722.659912109375,3753.25,4293180000
2022-10-06,13.117101669311523,13.642584968484996,13.090127766324857,13.207013408950468,644157000,3744.52001953125,3797.929931640625,3739.219970703125,3771.969970703125,4252100000
2022-10-07,12.064136505126953,12.657552810237998,12.010189654911168,12.492714947707153,672478000,3639.659912109375,3706.739990234375,3620.72998046875,3706.739990234375,4449660000
2022-10-10,11.65853500366211,12.11208849580973,11.39679231905086,12.025174074779594,698699000,3612.389892578125,3652.169921875,3588.10009765625,3647.510009765625,3834320000
2022-10-11,11.574617385864258,11.83436121602058,11.271914628734839,11.549641376314474,667482000,3588.840087890625,3640.659912109375,3568.449951171875,3595.860107421875,4759030000
2022-10-12,11.488702774047852,11.723471574705954,11.333855307772826,11.567625639575176,492590000,3577.030029296875,3608.340087890625,3573.860107421875,3590.830078125,4006830000
2022-10-13,11.948249816894531,12.066133917105926,10.802376385979748,10.960221149682935,850103000,3669.909912109375,3685.409912109375,3491.580078125,3520.3701171875,5021680000
2022-10-14,11.215970993041992,12.099102388859581,11.192993824189893,12.045155536767183,713432000,3583.070068359375,3712.0,3579.679931640625,3690.409912109375,4243030000
2022-10-17,11.87631893157959,11.936260397536257,11.505684122266565,11.506682590935764,580774000,3677.949951171875,3689.72998046875,3638.64990234375,3638.64990234375,4352780000
2022-10-18,11.955243110656738,12.479726946917287,11.606586006175636,12.33187258477975,659362000,3719.97998046875,3762.7900390625,3686.530029296875,3746.260009765625,4483740000
2022-10-19,12.039161682128906,12.337868707244187,11.822374838330944,11.867330710070325,523131000,3695.159912109375,3728.580078125,3666.510009765625,3703.110107421875,4223800000
2022-10-20,12.182021141052246,12.756456083837714,12.093107871373773,12.101100385832355,652398000,3665.780029296875,3736.0,3656.43994140625,3689.050048828125,4496620000
